Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,155.960007,160.000000,155.350006,159.740005,159.740005,1796500
2019-01-03,156.600006,158.800003,152.320007,154.020004,154.020004,1828800
2019-01-04,157.759995,165.000000,155.580002,163.350006,163.350006,3077700
2019-01-07,164.110001,166.940002,162.770004,163.500000,163.500000,3294200
2019-01-08,165.119995,167.000000,161.139999,166.949997,166.949997,2146600
2019-01-09,168.000000,169.080002,165.429993,166.179993,166.179993,2471500
2019-01-10,165.009995,168.100006,164.020004,167.960007,167.960007,1768300
2019-01-11,167.169998,169.509995,166.259995,167.460007,167.460007,1422400
2019-01-14,165.389999,166.929993,163.139999,163.330002,163.330002,1816700
2019-01-15,164.389999,166.520004,163.699997,164.470001,164.470001,3023400
2019-01-16,163.860001,165.559998,162.130005,165.339996,165.339996,2420200
2019-01-17,163.889999,168.479996,163.600006,166.580002,166.580002,1619800
2019-01-18,168.500000,172.139999,166.960007,172.080002,172.080002,2173200
2019-01-22,170.240005,172.440002,169.059998,170.770004,170.770004,1614400
2019-01-23,171.139999,176.139999,170.520004,171.660004,171.660004,2004600
2019-01-24,172.000000,173.690002,170.199997,171.199997,171.199997,1216800
2019-01-25,173.110001,176.119995,171.639999,175.580002,175.580002,1385700
2019-01-28,174.479996,174.979996,170.669998,172.500000,172.500000,1037800
2019-01-29,172.889999,173.500000,164.479996,166.690002,166.690002,2641800
2019-01-30,168.399994,172.660004,167.360001,172.619995,172.619995,1864100
2019-01-31,180.500000,184.979996,179.289993,181.529999,181.529999,3165900
2019-02-01,180.669998,186.949997,180.330002,186.059998,186.059998,2477700
2019-02-04,186.050003,189.190002,185.000000,186.779999,186.779999,1797500
2019-02-05,188.210007,190.350006,187.500000,189.289993,189.289993,2041900
2019-02-06,188.600006,189.570007,184.690002,188.479996,188.479996,1189500
2019-02-07,186.259995,187.339996,183.149994,186.610001,186.610001,1341900
2019-02-08,184.979996,189.970001,184.789993,189.410004,189.410004,1570200
2019-02-11,192.660004,192.899994,188.389999,190.300003,190.300003,1611800
2019-02-12,192.889999,193.080002,188.809998,189.520004,189.520004,2099100
