Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,40.900002,42.560001,40.669998,41.980000,41.242790,490100
2019-01-03,41.759998,42.209999,40.779999,41.450001,40.722107,606200
2019-01-04,42.450001,45.080002,41.849998,44.189999,43.413982,673700
2019-01-07,44.250000,46.980000,44.150002,46.450001,45.634304,824700
2019-01-08,46.919998,47.740002,45.840000,47.520000,46.685509,717300
2019-01-09,47.939999,48.970001,47.730000,48.689999,47.834969,354100
2019-01-10,48.119999,49.900002,47.900002,49.790001,48.915642,398800
2019-01-11,49.290001,50.900002,49.110001,50.330002,49.446163,307100
2019-01-14,49.590000,51.189999,49.590000,50.270000,49.387215,539900
2019-01-15,50.669998,51.230000,49.980000,50.959999,50.065102,511700
2019-01-16,50.849998,52.180000,50.410000,51.980000,51.067181,420500
2019-01-17,51.700001,52.810001,51.320000,52.490002,51.568226,402200
2019-01-18,52.950001,53.639999,52.389999,52.869999,51.941559,472900
2019-01-22,52.080002,52.770000,50.430000,50.919998,50.025799,402000
2019-01-23,51.169998,51.480000,49.270000,49.380001,48.512840,436100
2019-01-24,49.450001,52.209999,49.000000,51.910000,50.998417,306200
2019-01-25,52.560001,53.980000,52.540001,53.419998,52.481899,326400
2019-01-28,52.410000,53.500000,52.410000,53.119999,52.187160,425300
2019-01-29,53.360001,53.450001,52.529999,52.599998,51.676308,306000
2019-01-30,52.980000,53.130001,51.980000,52.470001,51.548580,521700
2019-01-31,52.360001,54.090000,52.360001,53.610001,52.668564,472200
2019-02-01,53.689999,53.970001,52.869999,53.700001,52.756981,271100
2019-02-04,53.599998,54.700001,53.040001,54.570000,53.611698,384200
2019-02-05,54.939999,55.509998,54.380001,55.290001,54.319057,430200
2019-02-06,55.139999,56.110001,54.810001,55.950001,54.967468,288800
2019-02-07,55.459999,55.990002,54.049999,54.880001,53.916264,448300
2019-02-08,54.320000,54.990002,53.549999,54.189999,53.238369,359000
2019-02-11,54.689999,55.500000,54.009998,55.340000,54.368183,365700
2019-02-12,56.060001,57.180000,55.580002,56.770000,55.773067,383600
2019-02-13,57.099998,57.270000,55.430000,55.830002,54.849575,479100
2019-02-14,55.270000,56.619999,55.099998,55.939999,54.957638,444200
