Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,84.029999,86.430000,83.959999,85.919998,78.506424,2523900
2019-01-03,82.989998,84.349998,80.550003,80.730003,73.764244,4376600
2019-01-04,81.459999,83.010002,80.459999,82.690002,75.555138,3470000
2019-01-07,82.540001,84.190002,82.080002,83.209999,76.030243,2656300
2019-01-08,84.269997,85.279999,82.669998,85.239998,77.885094,3993500
2019-01-09,85.820000,88.500000,85.820000,87.400002,79.858734,3321600
2019-01-10,86.889999,88.660004,86.570000,88.610001,80.964317,2042400
2019-01-11,88.070000,91.110001,88.070000,90.059998,82.289215,3029800
2019-01-14,88.680000,88.989998,87.360001,87.500000,79.950081,2239300
2019-01-15,87.660004,88.540001,87.010002,87.610001,80.050621,1960500
2019-01-16,87.599998,88.519997,86.889999,87.000000,79.493240,1667100
2019-01-17,86.510002,88.849998,85.440002,88.809998,81.147064,2563000
2019-01-18,89.610001,91.529999,88.430000,91.360001,83.477036,3471600
2019-01-22,90.570000,90.750000,88.209999,89.129997,81.439453,2749500
2019-01-23,89.400002,89.709999,87.769997,88.860001,81.192741,1590400
2019-01-24,90.529999,95.500000,90.529999,94.750000,86.574539,6478700
2019-01-25,95.800003,98.150002,95.550003,97.669998,89.242561,4301100
2019-01-28,94.949997,97.699997,94.860001,97.339996,88.941055,2260100
2019-01-29,98.300003,98.300003,96.570000,97.010002,88.639534,2171800
2019-01-30,97.570000,99.440002,97.110001,99.010002,90.466965,2653700
2019-01-31,98.739998,98.959999,98.029999,98.860001,90.329910,2588200
2019-02-01,99.169998,100.629997,98.839996,100.540001,91.864960,3074200
2019-02-04,100.470001,100.790001,98.730003,99.699997,91.097420,2541900
2019-02-05,99.540001,100.510002,99.050003,100.400002,91.737022,2472600
2019-02-06,101.050003,103.480003,101.000000,102.410004,93.573601,3279400
2019-02-07,101.320000,102.099998,99.540001,100.629997,91.947182,3471800
2019-02-08,99.449997,100.919998,99.070000,100.730003,92.038544,2407700
2019-02-11,102.400002,102.650002,101.019997,101.750000,92.970528,2232300
2019-02-12,103.129997,104.879997,102.879997,104.059998,95.081230,3693600
2019-02-13,104.430000,105.089996,103.470001,104.419998,95.410149,2417100
2019-02-14,104.230003,105.040001,103.610001,104.489998,95.474129,2971500
2019-02-15,105.370003,105.830002,104.290001,105.739998,96.616264,2289400
2019-02-19,105.440002,105.699997,104.150002,104.220001,95.227425,3722200
2019-02-20,105.099998,108.279999,104.709999,106.820000,97.603088,4811700
2019-02-21,106.330002,106.800003,104.919998,105.279999,96.195946,3518500
2019-02-22,106.080002,106.330002,105.190002,105.910004,96.771599,2248000
2019-02-25,106.800003,108.220001,106.610001,107.900002,98.589882,3987500
2019-02-26,107.360001,107.860001,106.800003,107.180000,97.932030,2083400
2019-02-27,106.330002,106.620003,104.970001,105.930000,96.789879,2617100
2019-02-28,104.949997,107.220001,104.949997,106.959999,98.231743,3212300
2019-03-01,107.839996,108.790001,106.750000,108.440002,99.590981,2821400
2019-03-04,109.000000,109.480003,106.760002,108.660004,99.793037,2518100
2019-03-05,108.610001,109.040001,107.959999,108.230003,99.398109,2843100
2019-03-06,108.320000,108.660004,106.559998,106.790001,98.075623,2028000
2019-03-07,106.760002,106.760002,105.220001,105.680000,97.056198,2507000
2019-03-08,104.750000,105.680000,104.120003,105.410004,96.808243,4791700
2019-03-11,105.449997,107.739998,105.430000,107.680000,98.892990,2884100
2019-03-12,107.669998,108.550003,106.660004,107.910004,99.104233,2392000
2019-03-13,108.419998,109.059998,107.690002,108.080002,99.260361,1814100
2019-03-14,108.389999,108.389999,107.120003,108.250000,99.416489,1961300
2019-03-15,108.980003,110.650002,108.349998,109.389999,100.463448,4574400
2019-03-18,109.029999,110.370003,108.430000,109.150002,100.243027,2745900
2019-03-19,109.910004,110.379997,109.290001,109.949997,100.977753,1944900
2019-03-20,109.970001,110.269997,108.120003,108.610001,99.747116,2640800
2019-03-21,109.000000,111.120003,108.500000,110.180000,101.188980,3724900
2019-03-22,109.790001,109.989998,107.320000,107.400002,98.635841,2300200
2019-03-25,104.839996,106.089996,104.000000,105.250000,96.661293,2690800
2019-03-26,106.029999,107.139999,105.720001,107.099998,98.360329,3310000
2019-03-27,106.959999,107.470001,103.779999,104.959999,96.394958,2621100
2019-03-28,105.059998,105.639999,103.300003,104.070000,95.577591,2615200
2019-03-29,105.169998,105.760002,104.599998,105.269997,96.679657,2777700
2019-04-01,106.519997,108.620003,106.260002,108.279999,99.444046,3445800
2019-04-02,108.129997,108.489998,107.410004,108.110001,99.287903,1684200
2019-04-03,109.620003,111.059998,109.160004,109.839996,100.876732,2739500
2019-04-04,109.760002,110.959999,109.139999,110.540001,101.519615,2435700
2019-04-05,111.089996,111.800003,110.550003,111.459999,102.364532,2529000
2019-04-08,110.750000,111.830002,110.360001,111.739998,102.621689,2237900
2019-04-09,111.500000,111.730003,110.080002,110.489998,101.473701,1856900
2019-04-10,110.400002,112.120003,109.949997,112.070000,102.924751,1966700
2019-04-11,112.370003,112.680000,111.169998,111.820000,102.695160,1784900
2019-04-12,112.820000,114.290001,112.139999,114.209999,104.890137,1984200
2019-04-15,114.440002,114.589996,112.620003,112.940002,103.723778,1420500
2019-04-16,113.330002,114.989998,113.250000,114.599998,105.248306,2298600
2019-04-17,115.080002,115.930000,113.849998,114.400002,105.064636,2505900
2019-04-18,115.089996,115.089996,113.760002,114.790001,105.422806,2052800
2019-04-22,114.410004,114.599998,113.449997,113.610001,104.339096,2295900
2019-04-23,113.570000,114.400002,113.220001,114.110001,104.798286,3437900
