Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,122.580002,126.211998,122.199997,125.279999,125.279999,395400
2019-01-03,122.830002,123.610001,117.769997,118.830002,118.830002,721200
2019-01-04,121.250000,129.179993,120.300003,126.760002,126.760002,571400
2019-01-07,128.039993,134.000000,127.000000,133.279999,133.279999,415700
2019-01-08,135.240005,136.880005,132.990005,136.839996,136.839996,458700
2019-01-09,137.070007,138.970001,136.285004,138.410004,138.410004,519900
2019-01-10,137.199997,140.690002,136.000000,140.000000,140.000000,439400
2019-01-11,138.619995,140.199997,136.949997,140.000000,140.000000,548100
2019-01-14,137.320007,141.535004,136.610001,140.839996,140.839996,907000
2019-01-15,141.410004,147.399994,141.410004,146.050003,146.050003,382800
2019-01-16,146.899994,149.600006,144.414993,144.940002,144.940002,477000
2019-01-17,144.960007,151.009995,144.169998,149.729996,149.729996,426900
2019-01-18,151.960007,158.660004,151.339996,155.270004,155.270004,961500
2019-01-22,153.300003,154.869995,149.059998,151.839996,151.839996,622900
2019-01-23,153.679993,156.940002,150.710007,152.050003,152.050003,626700
2019-01-24,150.669998,152.750000,148.279999,149.919998,149.919998,719800
2019-01-25,151.039993,153.610001,150.580002,151.539993,151.539993,524000
2019-01-28,149.119995,151.910004,146.369995,150.130005,150.130005,574900
2019-01-29,149.470001,149.990005,145.649994,146.559998,146.559998,533200
2019-01-30,148.500000,152.520004,148.039993,152.110001,152.110001,550300
2019-01-31,153.110001,158.589996,152.899994,158.309998,158.309998,885500
2019-02-01,158.559998,160.889999,155.880005,159.720001,159.720001,877500
2019-02-04,160.539993,165.406006,160.339996,163.350006,163.350006,640900
2019-02-05,163.850006,164.580002,162.181000,163.779999,163.779999,690000
2019-02-06,164.190002,166.070007,159.643997,164.580002,164.580002,723600
2019-02-07,161.889999,163.300003,158.169998,160.389999,160.389999,515600
2019-02-08,158.649994,165.479996,158.526993,165.440002,165.440002,496400
2019-02-11,166.919998,168.949997,165.279999,167.630005,167.630005,571000
2019-02-12,169.970001,172.539993,169.080002,172.000000,172.000000,926000
2019-02-13,179.250000,180.000000,167.720001,171.869995,171.869995,1556900
